best_route,total_distance,total_time,locations_at_half_distance
Suntec City -> 313 Somerset -> Merlion -> Gardens by the Bay -> Singapore Flyer -> Marina Bay Sands -> Bugis Junction,12240.998779702133,"13 minutes, 36 seconds",-2.0
